Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.618,51.0,36.1,12.9
2018-19,1.558,55.2,33.9,10.9
2019-20,1.802,35.5,48.9,15.7
2020-21,1.733,39.3,48.2,12.6
2021-22,1.66,45.1,43.7,11.1
2022-23,1.502,67.0,15.8,17.2
2023-24,1.537,60.8,24.8,14.5
2024-25,1.767,35.6,52.2,12.3
