Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.278,72.8,26.6,0.6
2018-19,1.211,80.5,18.0,1.6
2019-20,1.577,46.2,49.9,3.9
2020-21,1.459,57.1,39.9,3.0
2021-22,1.476,55.7,40.9,3.4
2022-23,1.393,62.1,36.5,1.4
2023-24,1.34,67.3,31.4,1.3
2024-25,1.573,51.5,39.7,8.8
