Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.674,48.8,35.0,16.2
2018-19,1.616,53.4,31.6,15.0
2019-20,1.895,35.0,40.6,24.4
2020-21,1.789,40.0,41.1,18.9
2021-22,1.652,46.1,42.6,11.3
2022-23,1.571,63.0,17.0,20.0
2023-24,1.664,54.5,24.5,20.9
2024-25,1.763,40.2,43.2,16.5
