Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.228,77.3,22.6,0.1
2018-19,1.151,85.0,14.8,0.2
2019-20,1.529,48.5,50.1,1.4
2020-21,1.343,66.3,33.1,0.6
2021-22,1.451,55.9,43.1,1.0
2022-23,1.456,56.5,41.4,2.1
2023-24,1.539,46.6,52.9,0.5
2024-25,1.471,59.2,34.5,6.3
