Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.37,64.0,35.0,1.0
2018-19,1.161,84.9,14.1,1.0
2019-20,1.581,45.1,51.7,3.2
2020-21,1.459,56.8,40.5,2.7
2021-22,1.557,47.0,50.3,2.7
2022-23,1.491,58.1,34.8,7.1
2023-24,1.562,45.8,52.2,2.0
2024-25,1.634,43.8,49.0,7.2
