Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.416,60.9,36.6,2.5
2018-19,1.175,83.2,16.1,0.7
2019-20,1.555,46.6,51.3,2.1
2020-21,1.585,44.9,51.8,3.3
2021-22,1.585,43.3,54.8,1.8
2022-23,1.423,64.5,28.7,6.8
2023-24,1.245,76.5,22.5,1.0
2024-25,1.601,43.6,52.7,3.7
