Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.312,70.4,28.1,1.5
2018-19,1.337,67.8,30.7,1.5
2019-20,1.733,30.1,66.5,3.4
2020-21,1.511,52.1,44.6,3.3
2021-22,1.515,49.9,48.7,1.4
2022-23,1.636,42.4,51.5,6.0
2023-24,1.642,40.0,55.8,4.2
2024-25,1.601,46.7,46.6,6.7
