Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.506,62.9,23.6,13.5
2018-19,1.46,70.4,13.2,16.4
2019-20,1.606,60.4,18.6,21.0
2020-21,1.559,63.8,16.5,19.7
2021-22,1.395,68.9,22.6,8.4
2022-23,1.15,92.2,0.6,7.2
2023-24,1.442,70.8,14.2,15.0
2024-25,1.546,64.8,15.9,19.4
