Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.455,58.9,36.7,4.4
2018-19,1.262,76.2,21.4,2.4
2019-20,1.666,40.4,52.6,7.0
2020-21,1.277,79.1,14.1,6.8
2021-22,1.319,70.1,27.9,2.0
2022-23,1.092,92.0,6.8,1.2
2023-24,1.186,83.0,15.3,1.6
2024-25,1.486,58.1,35.2,6.7
