Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.558,47.5,49.2,3.3
2018-19,1.39,65.0,31.1,4.0
2019-20,1.717,34.4,59.6,6.1
2020-21,1.541,55.2,35.5,9.3
2021-22,1.562,50.1,43.6,6.3
2022-23,1.107,90.5,8.3,1.2
2023-24,1.341,69.5,26.9,3.6
2024-25,1.675,48.7,35.1,16.2
