Years,Crop intensity,single cropping %,Double cropping %,Tripple cropping %
2017-18,1.434,65.9,24.7,9.4
2018-19,1.46,65.3,23.4,11.3
2019-20,1.674,47.8,37.0,15.2
2020-21,1.545,54.8,35.8,9.4
2021-22,1.536,55.0,36.4,8.6
2022-23,1.324,79.7,8.2,12.1
2023-24,1.436,69.4,17.6,13.0
2024-25,1.531,55.4,36.0,8.5
